Player_ID,Matches_Played,Runs_Scored,Batting_Average,Strike_Rate,Wickets_Taken,Bowling_Average,Economy_Rate,Recent_Form_Score,Player_Form
3016,153,3044,54.95,166.19,248,47.14,6.56,41.22,Average
3017,78,6071,46.16,83.38,131,27.98,9.0,28.07,Poor
3018,196,7272,11.46,147.74,248,20.11,4.05,46.85,Average
3019,9,4673,11.15,92.48,292,24.74,5.59,15.91,Poor
3020,104,3514,35.83,156.65,62,37.6,9.47,50.88,Average
3021,74,1798,34.21,142.01,256,19.66,8.57,29.84,Poor
3022,94,6192,32.15,122.75,247,18.2,7.18,81.51,Good
3023,8,2575,25.12,137.98,263,31.02,8.38,38.98,Poor
3024,130,144,59.33,165.17,178,17.93,6.14,79.27,Good
3025,43,7507,23.6,106.37,164,28.75,9.37,64.18,Average
3026,167,4857,34.5,152.31,90,26.3,7.2,91.51,Good
3027,133,3926,30.24,79.07,191,28.7,7.87,81.06,Good
3028,28,1377,18.51,144.14,291,32.07,7.56,90.11,Good
3029,61,3146,20.13,150.08,75,21.49,7.71,52.56,Average
3030,104,1825,55.92,113.16,98,30.48,7.49,91.34,Good
3031,74,5024,52.91,155.23,94,27.65,3.52,15.47,Poor
3032,45,793,19.95,126.85,180,42.84,7.23,8.44,Poor
3033,186,1601,53.78,172.35,153,39.31,8.48,52.6,Average
3034,178,5756,20.46,73.5,111,45.54,3.0,82.6,Good
3035,64,4414,41.33,75.7,170,38.42,9.24,21.22,Poor
3036,112,1110,14.06,161.09,252,19.24,9.67,96.86,Good
3037,192,5672,54.02,161.08,121,32.75,3.9,18.52,Poor
3038,61,4053,12.58,116.55,204,40.99,6.75,70.87,Good
3039,35,4793,37.75,175.68,244,44.46,3.77,91.51,Good
3040,88,3937,48.99,141.53,126,21.34,4.98,96.54,Good
3041,156,3963,15.84,177.94,45,22.82,7.35,66.14,Average
3042,40,4942,30.22,123.89,295,45.18,5.12,57.42,Average
3043,162,5897,12.1,84.19,235,31.99,5.56,9.09,Poor
3044,156,782,44.14,113.33,140,30.83,8.22,1.98,Poor
3045,112,6185,25.37,177.66,120,32.29,7.02,98.58,Good
3046,110,1116,37.97,104.45,8,21.07,6.63,27.44,Poor
3047,162,7864,56.64,174.84,65,36.97,5.27,7.22,Poor
3048,90,1750,25.29,155.64,80,43.28,7.93,53.85,Average
3049,139,7674,12.43,113.05,259,44.3,5.97,31.26,Poor
3050,167,2576,43.78,125.02,104,16.06,9.29,35.76,Poor
3051,187,4027,49.34,132.89,96,40.03,7.21,35.38,Poor
3052,18,3336,57.89,139.89,189,18.19,6.77,24.87,Poor
3053,124,5745,17.89,69.2,194,48.84,8.62,96.77,Good
3054,142,4387,29.61,172.03,82,31.88,6.4,26.52,Poor
3055,84,5064,52.21,131.64,250,42.14,4.96,55.7,Average
3056,148,1487,50.34,171.74,69,36.77,4.09,23.86,Poor
3057,186,3875,41.24,135.83,291,48.32,6.93,76.19,Good
3058,110,3631,23.47,111.72,187,49.08,5.97,22.9,Poor
3059,74,5938,24.2,128.03,140,24.76,5.78,61.47,Average
3060,48,4192,16.2,159.54,139,31.9,5.45,83.4,Good
3061,77,3958,56.09,99.14,74,32.65,7.7,27.16,Poor
3062,49,5214,18.65,174.78,99,21.22,6.63,80.32,Good
3063,188,3397,38.64,115.91,144,46.64,6.76,9.25,Poor
3064,111,73,39.22,174.75,174,27.24,5.16,11.64,Poor
3065,88,1359,28.48,165.69,220,18.06,7.3,40.06,Average
3066,86,1091,27.63,152.12,9,20.41,5.82,40.69,Average
3067,111,4853,43.43,116.09,45,32.97,8.39,51.65,Average
3068,189,1941,29.41,130.43,116,45.86,6.71,2.37,Poor
3069,25,3148,22.76,160.56,3,36.99,5.03,11.71,Poor
3070,182,4303,29.96,125.29,237,22.52,4.03,1.03,Poor
3071,165,7933,50.38,148.58,293,25.39,7.9,95.45,Good
3072,11,1244,58.32,154.88,30,49.16,5.6,31.33,Poor
3073,74,1285,41.8,121.57,129,16.85,3.46,68.81,Average
3074,131,4505,49.11,124.35,240,49.8,9.4,60.84,Average
3075,147,6474,36.64,83.74,80,46.71,5.71,72.47,Good
3076,164,6487,41.24,89.37,24,38.75,8.22,88.29,Good
3077,152,3036,59.4,168.59,260,48.01,6.21,23.31,Poor
3078,147,770,31.92,160.84,47,20.34,9.24,42.58,Average
3079,180,1843,13.31,61.21,51,47.99,3.2,32.84,Poor
3080,153,73,57.85,164.33,148,22.44,4.82,8.25,Poor
3081,174,1660,49.65,63.03,98,34.12,6.82,3.19,Poor
3082,158,7867,29.92,114.99,66,32.11,5.26,76.48,Good
3083,124,4349,59.12,68.09,209,32.94,8.2,12.92,Poor
3084,132,7102,27.28,176.26,247,24.36,7.82,1.54,Poor
3085,146,819,28.61,176.68,118,42.32,3.18,43.84,Average
3086,61,3818,40.49,133.3,227,40.99,7.2,32.23,Poor
3087,169,5081,23.72,107.06,102,48.39,8.85,6.61,Poor
3088,62,7929,44.93,121.44,288,32.74,5.21,5.16,Poor
3089,25,331,17.64,151.48,239,34.18,3.98,91.32,Good
3090,86,1421,15.4,86.78,231,46.62,8.17,93.97,Good
3091,73,7512,36.74,113.01,289,47.18,9.3,48.23,Average
3092,135,3655,37.77,148.47,153,37.73,7.6,84.83,Good
3093,91,6890,15.33,107.45,169,43.71,8.92,80.01,Good
3094,169,4931,58.21,63.84,158,32.68,9.99,57.94,Average
3095,53,1691,38.66,120.89,112,28.59,6.5,75.08,Good
3096,151,4550,17.55,148.49,50,45.24,9.55,93.05,Good
3097,119,6025,25.57,177.22,35,42.2,5.41,56.63,Average
3098,93,5234,50.01,64.45,12,23.48,8.22,51.17,Average
3099,89,4408,36.16,124.79,217,16.67,9.31,0.35,Poor
3100,132,5113,19.41,113.99,242,34.8,6.65,54.21,Average
3101,144,227,15.14,89.09,222,44.46,7.39,81.75,Good
3102,193,2881,31.54,136.53,207,23.65,9.79,76.21,Good
3103,173,4953,26.87,79.63,268,41.86,4.76,64.58,Average
3104,165,5364,42.8,94.06,221,29.49,5.49,2.46,Poor
3105,182,2865,56.26,153.81,287,26.75,8.41,92.54,Good
3106,121,7693,22.39,115.25,11,21.05,5.39,42.91,Average
3107,131,5113,52.76,179.24,186,47.7,6.51,57.15,Average
3108,75,2575,56.02,106.38,168,22.9,3.35,39.77,Poor
3109,90,5045,55.1,115.59,292,24.77,6.96,34.89,Poor
3110,37,4522,57.6,96.03,105,26.6,7.39,51.06,Average
3111,85,6185,52.11,88.36,175,24.96,3.58,49.47,Average
3112,156,464,39.67,170.67,40,20.7,4.71,35.64,Poor
3113,65,5741,30.49,149.86,248,27.41,6.03,80.39,Good
3114,65,277,34.58,100.01,266,31.51,8.47,5.06,Poor
3115,102,6979,53.63,144.02,221,34.31,3.15,11.7,Poor
3116,32,4114,25.07,175.89,112,20.48,5.32,8.25,Poor
3117,190,65,17.96,68.89,283,42.28,3.03,56.5,Average
3118,47,4262,17.04,91.74,277,25.9,6.65,41.25,Average
3119,173,5704,51.35,84.07,202,47.13,6.49,45.2,Average
3120,171,7163,48.07,164.37,261,26.53,8.29,57.67,Average
3121,90,402,34.88,81.5,281,45.2,3.03,32.4,Poor
3122,181,3983,23.74,96.97,143,27.34,8.31,18.31,Poor
3123,21,7989,43.88,125.26,242,32.7,9.24,30.68,Poor
3124,102,4504,11.92,134.53,269,28.03,5.22,99.4,Good
3125,102,6255,38.41,156.98,34,28.55,5.34,95.27,Good
3126,69,7441,29.92,108.88,297,36.65,3.01,95.66,Good
3127,78,3478,58.89,124.11,52,39.25,6.0,2.76,Poor
3128,89,3444,35.38,175.86,149,45.47,7.29,8.95,Poor
3129,9,4692,37.61,95.68,12,34.92,3.86,4.57,Poor
3130,6,6794,45.62,89.77,266,22.59,7.6,81.55,Good
3131,26,5158,34.23,145.27,96,49.64,5.56,99.14,Good
3132,116,6248,21.23,152.54,85,38.93,7.71,54.3,Average
3133,61,4419,36.86,109.77,264,28.12,4.76,70.08,Good
3134,70,7960,57.21,85.56,70,48.89,8.42,35.22,Poor
3135,78,6078,30.5,153.47,16,48.55,6.84,76.54,Good
3136,102,3039,43.98,140.46,188,17.78,6.73,65.61,Average
3137,148,1437,58.9,165.15,9,15.69,6.42,80.1,Good
3138,116,428,51.5,161.32,165,16.56,8.89,50.0,Average
3139,183,2682,42.95,84.62,38,38.99,6.88,19.4,Poor
3140,129,2777,46.8,159.88,218,39.88,4.12,47.57,Average
3141,171,7032,56.82,81.02,93,40.34,7.38,31.21,Poor
3142,90,5180,57.99,163.64,157,37.06,6.6,69.41,Average
3143,80,5731,58.45,152.44,33,24.99,3.48,13.68,Poor
3144,92,3378,41.28,128.38,288,20.85,7.07,33.19,Poor
3145,172,5473,29.24,137.07,11,47.48,3.56,0.66,Poor
3146,42,392,16.66,72.49,232,46.96,8.07,81.55,Good
3147,192,6347,29.28,64.79,86,23.49,7.58,40.66,Average
3148,63,6401,57.15,99.68,92,20.88,6.45,77.62,Good
3149,142,6629,54.49,158.57,106,28.14,8.24,9.76,Poor
3150,103,5636,36.18,115.89,192,16.69,4.97,19.38,Poor
3151,196,4541,36.85,86.81,9,20.67,6.12,85.05,Good
3152,67,7876,25.45,160.15,124,28.31,3.11,59.55,Average
3153,53,5299,32.73,87.44,274,23.36,9.92,0.59,Poor
3154,196,5119,45.72,157.86,278,40.79,3.39,90.51,Good
3155,36,341,30.12,114.36,127,46.67,3.73,98.35,Good
3156,139,132,19.4,115.62,184,46.82,6.46,66.12,Average
3157,25,6586,37.04,92.73,58,36.15,5.63,72.78,Good
3158,24,5955,21.27,168.02,181,39.62,6.73,13.36,Poor
3159,158,6396,58.71,70.65,73,32.29,8.85,76.62,Good
3160,131,264,29.52,77.33,1,20.13,4.11,9.9,Poor
3161,72,4188,55.48,136.31,242,37.23,7.48,88.97,Good
3162,114,1685,21.28,162.01,227,27.25,3.13,50.48,Average
3163,120,1434,19.46,71.45,47,15.2,8.53,14.12,Poor
3164,147,6281,40.85,148.05,5,35.12,8.71,8.87,Poor
3165,124,5327,48.97,149.1,42,21.94,5.66,44.01,Average
3166,83,5097,38.34,129.78,144,46.03,4.21,0.53,Poor
3167,120,1660,21.49,118.41,126,47.69,8.68,96.12,Good
3168,96,3817,11.89,98.53,245,20.68,9.36,17.07,Poor
3169,18,5692,40.91,102.18,120,16.03,3.53,41.95,Average
3170,159,2354,16.55,140.93,231,15.14,7.06,60.67,Average
3171,129,265,27.16,67.83,188,46.96,9.57,67.48,Average
3172,172,4741,43.79,130.19,284,20.32,7.51,56.48,Average
3173,62,6461,14.9,93.45,241,30.24,8.74,17.86,Poor
3174,32,1136,16.36,115.99,77,17.0,4.61,47.18,Average
3175,30,7044,13.08,127.08,57,28.07,3.72,32.26,Poor
3176,117,5497,59.8,166.28,180,42.49,5.63,8.94,Poor
3177,195,4549,29.35,129.49,69,29.23,5.77,38.75,Poor
3178,70,6334,55.29,87.26,264,42.15,8.5,60.88,Average
3179,157,6010,24.68,69.54,203,39.11,5.84,10.21,Poor
3180,135,5559,47.66,135.24,169,33.11,4.66,16.5,Poor
3181,48,5306,20.95,125.41,294,40.82,9.2,8.63,Poor
3182,101,4926,34.92,140.62,246,45.77,8.48,0.11,Poor
3183,46,1390,51.23,115.13,58,42.76,7.67,93.64,Good
3184,10,1112,50.82,159.02,299,39.21,4.45,83.83,Good
3185,171,2234,49.71,170.42,10,39.56,4.43,23.15,Poor
3186,184,2866,51.19,64.8,4,20.64,6.44,57.76,Average
3187,27,6065,20.57,149.29,204,48.27,6.72,80.16,Good
3188,93,3068,34.11,64.22,244,22.2,4.79,36.65,Poor
3189,127,2179,34.24,113.41,248,27.21,3.86,73.91,Good
3190,182,4967,54.53,115.39,104,33.13,5.54,86.87,Good
3191,175,634,24.84,143.55,241,19.42,6.0,49.87,Average
3192,151,3631,56.57,102.29,271,35.78,3.37,88.8,Good
3193,55,7967,32.54,158.51,6,21.39,6.95,21.0,Poor
3194,15,1399,43.49,101.14,223,47.32,3.01,90.14,Good
3195,16,4786,23.44,101.1,216,46.1,4.06,80.55,Good
3196,78,2739,30.51,86.73,43,34.05,4.03,84.01,Good
3197,12,3170,45.49,142.06,25,30.73,7.81,0.45,Poor
3198,156,1865,35.64,69.19,291,18.59,6.4,66.36,Average
3199,45,5153,56.54,103.57,180,43.82,8.85,40.07,Average
3200,168,1955,46.86,92.03,91,28.28,4.85,60.46,Average
3201,89,4677,38.22,87.52,267,23.62,4.47,8.37,Poor
3202,76,2218,54.33,67.32,67,49.84,8.62,23.65,Poor
3203,59,1389,43.28,82.85,150,38.39,6.11,35.13,Poor
3204,141,4879,42.37,113.55,103,17.59,4.92,71.84,Good
3205,51,3130,22.32,120.45,87,43.05,5.93,55.29,Average
3206,147,4276,29.74,92.34,94,41.26,5.98,1.46,Poor
3207,180,4114,44.17,138.03,285,29.04,7.0,33.48,Poor
3208,108,1249,54.59,100.3,2,19.33,3.26,94.0,Good
3209,46,7640,25.78,104.07,207,32.41,4.74,17.99,Poor
3210,64,3166,20.77,153.91,101,41.72,6.27,23.68,Poor
3211,16,7024,39.68,126.24,176,17.66,6.8,30.74,Poor
3212,134,7464,13.36,174.38,198,20.72,4.11,26.8,Poor
3213,11,5712,45.73,103.12,7,36.66,4.36,12.17,Poor
3214,84,6318,45.16,159.34,244,34.58,8.09,31.27,Poor
3215,135,1245,27.75,148.6,292,46.68,8.5,53.94,Average
3216,113,5734,54.63,166.82,177,43.52,3.53,67.53,Average
3217,7,53,35.11,174.81,81,47.16,9.93,64.29,Average
3218,31,6838,42.29,60.92,111,31.31,6.03,16.27,Poor
3219,118,2910,20.48,70.6,20,42.57,7.1,61.45,Average
3220,111,5522,30.87,140.92,33,16.71,7.16,35.83,Poor
3221,44,7485,53.12,106.82,254,25.31,5.42,82.18,Good
3222,165,2396,20.65,158.3,26,37.55,6.81,36.24,Poor
3223,133,442,29.53,61.44,7,41.73,7.08,97.66,Good
3224,12,6976,25.9,156.84,17,34.97,8.33,61.48,Average
3225,105,4675,17.56,76.23,232,31.83,7.63,42.9,Average
3226,164,3611,24.49,94.83,190,23.16,6.13,50.31,Average
3227,128,7953,21.64,176.29,149,21.1,4.34,17.6,Poor
3228,180,4377,56.18,66.19,155,45.64,3.18,68.01,Average
3229,111,2407,47.05,101.88,46,19.98,7.56,96.31,Good
3230,105,7058,25.81,70.14,138,30.24,6.34,51.5,Average
3231,8,822,48.17,162.43,141,46.1,9.76,99.24,Good
3232,114,3702,11.11,144.36,13,20.17,3.69,15.05,Poor
3233,23,2939,36.33,156.04,258,19.46,3.51,63.77,Average
3234,36,7096,22.52,123.27,235,39.24,4.27,67.79,Average
3235,141,5765,15.72,102.93,6,26.61,5.64,31.17,Poor
3236,16,4736,54.19,60.27,38,30.25,4.23,35.16,Poor
3237,143,1031,19.97,93.35,184,36.9,6.25,94.55,Good
3238,50,2016,51.12,121.75,114,28.26,5.38,61.19,Average
3239,123,562,30.66,139.72,109,42.99,10.0,78.15,Good
3240,20,2538,10.71,87.47,64,48.91,9.77,72.6,Good
3241,133,340,46.63,76.67,230,47.66,5.55,61.1,Average
3242,67,4567,39.82,84.19,280,34.09,8.54,4.79,Poor
3243,113,7960,27.21,102.49,30,27.42,4.69,66.27,Average
3244,123,5806,24.08,77.81,85,30.18,3.4,34.49,Poor
3245,25,7862,13.68,78.82,137,26.56,3.28,46.9,Average
3246,162,3775,57.07,65.25,76,30.46,3.2,85.15,Good
3247,17,2296,34.7,162.81,136,15.45,8.15,96.87,Good
3248,166,234,14.28,86.37,121,16.93,5.4,69.43,Average
3249,8,5202,53.43,158.63,263,42.0,8.77,23.2,Poor
3250,160,1116,23.94,112.6,96,26.72,9.12,31.77,Poor
3251,106,1908,20.18,135.89,18,42.8,5.14,13.81,Poor
3252,63,1417,24.05,69.08,285,31.8,5.02,58.07,Average
3253,132,4919,38.23,130.03,8,43.21,5.16,92.99,Good
3254,31,1291,13.7,94.8,82,38.23,6.33,81.09,Good
3255,73,3488,34.09,71.43,46,22.04,3.11,54.36,Average
3256,29,4727,54.79,168.99,89,30.67,3.08,94.14,Good
3257,135,3654,19.41,132.44,0,39.65,8.15,89.67,Good
3258,101,528,26.56,89.0,161,26.57,8.66,36.11,Poor
3259,29,3324,29.81,110.36,152,21.77,4.43,54.98,Average
3260,152,1980,39.31,102.83,0,33.9,7.16,29.6,Poor
3261,166,6265,55.96,144.07,145,24.58,4.51,0.88,Poor
3262,158,2939,29.73,132.89,160,35.8,8.14,45.12,Average
3263,130,6153,13.46,62.37,134,24.51,5.94,75.01,Good
3264,137,7966,27.4,83.74,285,46.73,8.76,63.42,Average
3265,193,5435,19.5,117.38,76,27.04,9.64,92.68,Good
3266,13,6981,42.59,113.46,80,46.76,6.89,68.58,Average
3267,120,5392,11.46,122.0,268,24.78,9.3,14.13,Poor
3268,182,1329,24.6,145.78,268,36.16,3.24,26.68,Poor
3269,138,7972,37.26,141.84,41,19.56,6.24,12.53,Poor
3270,64,1233,23.87,104.74,123,42.24,6.52,79.47,Good
3271,176,6077,37.55,165.31,229,22.01,5.91,95.07,Good
3272,125,1753,15.74,67.55,201,45.24,5.2,22.63,Poor
3273,143,2800,57.14,130.14,106,30.84,8.06,76.55,Good
3274,198,2933,24.55,173.96,291,18.31,6.87,43.7,Average
3275,179,6607,56.15,125.89,290,27.72,3.58,35.52,Poor
3276,112,2759,26.29,114.61,173,42.29,9.65,98.69,Good
3277,112,2775,49.09,76.07,86,17.67,9.21,34.59,Poor
3278,135,6860,22.31,157.22,4,36.9,5.47,66.1,Average
3279,80,6044,43.49,104.86,171,32.75,4.72,71.28,Good
3280,34,3487,26.19,144.15,120,25.85,7.4,77.3,Good
3281,25,7383,35.46,83.71,155,41.45,3.3,86.2,Good
3282,160,6223,43.69,65.02,86,16.84,6.47,56.62,Average
3283,194,3850,39.44,96.66,97,32.42,7.71,60.44,Average
3284,165,2527,38.81,93.77,134,32.74,5.85,71.11,Good
3285,167,4997,13.28,164.82,6,18.02,9.81,14.89,Poor
3286,184,890,22.45,163.76,259,19.76,8.03,20.01,Poor
3287,38,5666,38.59,124.07,31,29.34,9.54,76.43,Good
3288,45,5920,10.92,62.28,27,33.78,9.36,13.5,Poor
3289,55,2065,22.53,87.4,259,16.86,3.92,68.85,Average
3290,179,1188,21.46,136.68,243,15.41,7.68,3.24,Poor
3291,86,5644,22.49,72.17,263,21.74,7.18,33.75,Poor
3292,62,4297,36.78,144.07,141,32.07,3.38,66.22,Average
3293,79,740,39.1,61.44,29,16.41,5.23,70.67,Good
3294,189,1369,55.45,141.9,129,40.66,6.74,63.01,Average
3295,27,1389,29.3,161.34,265,20.32,6.84,44.15,Average
3296,180,2000,56.33,116.31,69,42.04,8.7,25.47,Poor
3297,132,1471,42.6,159.49,118,22.17,7.11,61.33,Average
3298,154,1536,55.63,153.78,69,27.13,6.27,18.5,Poor
3299,21,318,51.67,140.57,207,31.77,8.26,6.03,Poor
3300,73,2264,44.38,113.42,90,27.15,7.0,1.96,Poor
3301,112,5153,27.81,92.63,119,15.83,9.19,26.77,Poor
3302,143,1894,22.06,163.3,206,46.8,9.34,3.0,Poor
3303,98,6409,21.12,137.83,255,25.03,7.23,24.92,Poor
3304,19,3711,57.61,155.76,34,19.76,6.95,28.94,Poor
3305,95,4819,57.93,126.24,123,19.64,7.91,34.49,Poor
3306,167,2822,46.24,80.62,111,49.11,8.08,71.35,Good
3307,37,7991,54.19,177.53,206,19.31,8.09,44.13,Average
3308,129,7247,55.95,81.93,101,27.13,7.34,98.53,Good
3309,20,5796,35.58,169.35,193,17.37,8.34,94.74,Good
3310,166,4508,41.45,84.98,240,40.74,4.01,98.15,Good
3311,70,1275,30.94,104.85,146,35.89,8.75,41.22,Average
3312,172,3083,30.92,112.81,131,33.67,5.17,4.42,Poor
3313,160,400,11.92,170.57,219,44.95,9.2,86.03,Good
3314,51,5935,31.69,166.58,103,35.07,3.92,43.49,Average
3315,171,723,43.67,158.79,40,48.44,3.03,64.12,Average
3316,152,2329,31.1,105.2,55,36.8,3.11,84.34,Good
3317,128,1135,53.62,60.54,249,27.4,4.47,60.73,Average
3318,5,2770,26.63,141.79,241,16.29,3.8,73.69,Good
3319,91,7545,16.63,109.31,126,40.38,6.88,24.87,Poor
3320,132,4846,50.58,150.85,149,28.08,6.14,19.51,Poor
3321,195,267,43.7,155.38,148,35.97,7.24,55.53,Average
3322,71,6441,22.09,112.77,168,45.67,4.35,63.79,Average
3323,8,5436,36.82,149.77,44,15.27,8.28,87.18,Good
3324,190,569,30.09,160.79,83,41.59,7.27,82.14,Good
3325,157,2556,56.94,171.42,7,30.23,4.55,98.91,Good
3326,51,1973,40.37,129.89,106,19.34,5.79,96.64,Good
3327,42,545,17.92,153.42,264,35.39,8.03,62.35,Average
3328,147,2822,35.11,119.35,145,33.64,7.76,50.35,Average
3329,195,4460,53.13,65.0,30,44.48,6.94,76.06,Good
3330,25,4642,43.57,78.63,243,33.25,9.85,26.14,Poor
3331,61,270,52.12,75.39,34,43.96,3.92,35.24,Poor
3332,121,7641,22.52,80.61,246,34.06,6.42,76.71,Good
3333,185,738,54.42,61.23,17,30.64,7.37,95.0,Good
3334,50,6680,47.78,163.04,23,27.99,9.96,89.54,Good
3335,146,1257,46.45,127.22,277,21.08,6.8,7.29,Poor
3336,149,58,27.33,105.98,29,35.44,6.1,23.19,Poor
3337,43,5370,54.38,109.17,142,34.05,9.46,27.33,Poor
3338,141,5966,41.9,115.6,276,49.15,6.54,38.32,Poor
3339,103,4181,52.59,68.87,11,29.43,9.57,7.07,Poor
3340,81,4858,28.05,92.96,202,29.75,8.25,23.09,Poor
3341,119,389,17.28,162.2,249,20.74,4.18,71.61,Good
3342,138,5299,26.62,149.24,102,35.92,4.17,24.45,Poor
3343,155,718,32.76,127.61,34,44.67,5.23,94.25,Good
3344,191,6999,36.67,117.68,19,23.68,3.47,42.3,Average
3345,95,4244,35.54,91.08,46,15.32,6.8,9.97,Poor
3346,102,4678,37.3,116.55,83,39.2,9.02,84.27,Good
3347,124,120,52.09,131.74,267,16.1,5.8,91.55,Good
3348,50,6908,18.51,145.52,52,29.32,7.54,92.81,Good
3349,42,2652,25.8,80.0,272,36.44,9.87,49.39,Average
3350,146,2303,54.43,157.57,17,28.51,4.36,92.05,Good
3351,104,4861,38.02,101.5,103,24.12,5.51,70.92,Good
3352,76,2911,39.17,120.39,151,42.97,3.17,19.56,Poor
3353,194,799,33.9,132.95,164,25.53,4.62,53.32,Average
3354,39,3380,37.45,118.57,83,21.3,8.46,43.28,Average
3355,151,2106,19.9,128.63,150,28.59,7.6,45.11,Average
3356,34,5117,37.34,73.38,36,19.61,8.49,41.33,Average
3357,82,7236,59.86,111.86,151,39.16,5.98,17.53,Poor
3358,88,5565,38.3,93.66,207,39.85,8.15,39.0,Poor
3359,117,6531,12.22,70.32,49,15.52,7.2,51.2,Average
3360,29,1109,49.82,83.0,219,39.32,5.3,28.57,Poor
3361,172,6929,29.82,132.29,46,25.46,5.89,17.69,Poor
3362,92,1250,17.68,83.6,17,37.97,6.79,19.82,Poor
3363,18,2640,53.13,81.73,121,39.73,9.7,19.3,Poor
3364,158,1649,19.9,126.34,281,24.72,9.52,44.68,Average
3365,106,7351,56.04,168.56,119,21.49,9.91,20.91,Poor
3366,154,5911,32.09,154.64,250,43.92,3.11,71.73,Good
3367,180,1345,47.14,168.61,298,40.87,8.02,33.56,Poor
3368,87,2956,37.35,129.96,46,44.3,9.26,93.94,Good
3369,114,5437,22.83,109.19,84,30.25,8.17,6.27,Poor
3370,183,6709,43.55,147.56,298,30.97,5.91,31.0,Poor
3371,135,2446,57.9,91.36,159,27.05,8.07,73.84,Good
3372,174,5828,48.48,69.37,6,32.47,6.11,68.48,Average
3373,23,4994,40.2,101.35,244,37.63,8.0,42.06,Average
3374,32,3364,59.53,95.91,214,43.51,8.46,87.02,Good
3375,177,6436,23.27,141.06,211,21.41,8.9,7.14,Poor
3376,75,484,13.12,126.16,211,29.19,8.1,50.91,Average
3377,67,7614,11.61,76.59,287,31.14,4.12,20.04,Poor
3378,77,802,45.53,169.02,217,32.08,9.55,37.39,Poor
3379,128,1715,51.51,131.2,250,33.97,4.49,69.91,Average
3380,123,1915,41.76,114.92,180,43.06,5.5,9.9,Poor
3381,125,3483,55.25,172.46,91,46.02,6.0,4.38,Poor
3382,23,7675,44.9,71.68,217,20.57,7.99,42.08,Average
3383,179,1757,28.55,154.75,289,39.94,7.91,27.14,Poor
3384,146,1809,19.06,103.76,89,31.77,9.73,72.05,Good
3385,124,7033,56.23,143.45,196,29.62,4.32,6.56,Poor
3386,170,6387,15.18,171.69,183,18.97,6.16,96.65,Good
3387,185,5539,37.15,122.13,65,17.24,4.43,62.08,Average
3388,65,6048,25.7,62.72,97,49.22,7.71,50.13,Average
3389,168,3007,23.57,63.46,23,37.48,4.49,41.25,Average
3390,172,3225,42.29,99.67,219,30.83,9.08,74.9,Good
3391,34,6959,21.56,153.8,173,41.66,9.88,35.63,Poor
3392,13,3495,55.82,94.59,244,18.19,5.22,77.69,Good
3393,68,2320,30.3,100.14,113,36.26,8.18,71.07,Good
3394,165,1670,43.87,154.14,265,38.12,6.73,55.13,Average
3395,124,5944,46.39,73.94,222,30.82,5.51,88.87,Good
3396,56,4615,44.15,161.62,234,23.84,4.34,34.6,Poor
3397,93,1151,55.17,91.9,109,48.41,8.03,5.79,Poor
3398,146,5492,21.56,66.15,12,25.54,4.11,37.62,Poor
3399,57,6711,14.3,74.08,124,19.37,4.96,87.53,Good
3400,191,6781,12.77,174.31,166,37.07,9.44,7.73,Poor
3401,82,6302,53.89,114.16,52,35.1,6.56,76.32,Good
3402,45,7738,58.66,90.77,185,41.42,8.98,82.53,Good
3403,72,7737,25.13,122.55,275,41.38,8.37,42.8,Average
3404,12,4747,44.68,141.88,9,36.71,5.63,19.45,Poor
3405,6,2223,10.45,98.26,146,22.26,4.53,35.55,Poor
3406,109,6046,19.43,147.03,117,46.05,3.7,39.85,Poor
3407,129,2667,44.46,90.27,17,23.69,9.72,93.23,Good
3408,114,210,13.29,73.48,225,18.29,5.27,28.46,Poor
3409,90,2494,33.43,125.96,111,25.55,7.71,97.26,Good
3410,173,4681,43.13,78.13,71,31.91,8.11,10.88,Poor
3411,124,4262,48.3,172.86,143,22.25,4.38,97.4,Good
3412,131,2507,32.69,60.05,103,26.68,7.86,22.33,Poor
3413,187,2963,41.51,150.68,214,32.98,3.07,16.78,Poor
3414,20,3428,36.98,93.54,76,26.3,5.93,12.01,Poor
3415,66,3375,12.62,161.53,25,18.13,5.45,31.63,Poor
3416,117,5352,47.14,67.22,229,21.9,9.53,61.66,Average
3417,180,7494,18.62,174.36,192,42.8,9.9,66.63,Average
3418,162,3955,11.59,72.17,102,48.4,5.02,37.0,Poor
3419,16,5301,32.56,154.55,204,20.2,7.27,23.08,Poor
3420,39,3705,53.28,122.08,259,38.84,8.22,99.5,Good
3421,15,3405,17.54,111.65,232,46.7,4.34,27.06,Poor
3422,68,5834,10.64,93.62,50,25.47,7.81,37.83,Poor
3423,54,4038,15.5,160.96,130,44.03,4.8,48.1,Average
3424,153,1052,28.18,83.97,65,46.67,4.18,73.96,Good
3425,73,713,39.01,146.55,201,25.48,8.95,15.21,Poor
3426,52,7260,19.65,113.49,283,16.99,6.52,26.61,Poor
3427,24,2888,50.1,179.82,299,47.09,5.08,99.69,Good
3428,105,7011,47.66,133.37,145,26.57,5.83,82.52,Good
3429,199,687,44.79,72.5,257,15.48,5.89,44.39,Average
3430,176,329,34.37,110.34,103,31.62,8.39,10.87,Poor
3431,165,1746,28.26,67.96,150,19.06,9.21,86.67,Good
3432,193,1207,28.78,94.28,117,46.56,6.33,78.3,Good
3433,141,2142,35.15,101.2,198,20.42,5.26,58.07,Average
